Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2018,Franklin,WA,Truck,0,0,0,19276,19276,0.00
February 28 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
January 31 2018,Whatcom,WA,Truck,1,0,1,43344,43345,0.00
February 28 2018,Camden,GA,Passenger,0,1,1,175,176,0.57
February 28 2018,Garfield,WA,Passenger,1,0,1,1370,1371,0.07
February 28 2018,Orleans,LA,Passenger,0,1,1,48,49,2.04
February 28 2018,,WA,Truck,0,0,0,1,1,0.00
February 28 2018,Douglas,OR,Passenger,1,0,1,57,58,1.72
January 31 2018,Miami-Dade,FL,Passenger,0,1,1,122,123,0.81
February 28 2018,Pima,AZ,Passenger,0,1,1,402,403,0.25
February 28 2018,Polk,FL,Passenger,1,0,1,62,63,1.59
January 31 2018,Missoula,MT,Passenger,1,0,1,62,63,1.59
February 28 2018,Jefferson,WA,Truck,0,0,0,9806,9806,0.00
February 28 2018,Prince William,VA,Passenger,0,4,4,269,273,1.47
February 28 2018,Juneau,AK,Passenger,0,1,1,39,40,2.50
February 28 2018,Benton,WA,Truck,0,0,0,42131,42131,0.00
January 31 2018,Moore,NC,Passenger,0,1,1,202,203,0.49
February 28 2018,Klickitat,WA,Truck,0,0,0,8347,8347,0.00
February 28 2018,Saint Clair,IL,Passenger,0,1,1,164,165,0.61
February 28 2018,Chelan,WA,Truck,0,0,0,22418,22418,0.00
February 28 2018,District Of Columbia,DC,Passenger,0,4,4,195,199,2.01
February 28 2018,Clark,NV,Passenger,1,1,2,716,718,0.28
February 28 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
January 31 2018,Pend Oreille,WA,Passenger,5,4,9,9841,9850,0.09
February 28 2018,Columbia,GA,Passenger,1,1,2,164,166,1.20
February 28 2018,Tarrant,TX,Passenger,1,0,1,217,218,0.46
February 28 2018,Flathead,MT,Passenger,1,0,1,53,54,1.85
February 28 2018,Clallam,WA,Truck,0,0,0,21927,21927,0.00
February 28 2018,Clark,WA,Passenger,982,650,1632,311629,313261,0.52
February 28 2018,Thurston,WA,Passenger,569,446,1015,194616,195631,0.52
February 28 2018,Cowlitz,WA,Truck,0,0,0,29130,29130,0.00
February 28 2018,Los Angeles,CA,Passenger,6,3,9,1200,1209,0.74
February 28 2018,Umatilla,WA,Truck,0,0,0,1,1,0.00
February 28 2018,Garfield,WA,Truck,0,0,0,970,970,0.00
February 28 2018,Dale,AL,Passenger,0,1,1,72,73,1.37
February 28 2018,Marin,CA,Passenger,1,0,1,54,55,1.82
February 28 2018,Montgomery,MD,Passenger,1,3,4,302,306,1.31
February 28 2018,Dakota,MN,Passenger,0,1,1,32,33,3.03
January 31 2018,Sacramento,CA,Passenger,1,0,1,309,310,0.32
February 28 2018,King,WA,Passenger,12205,5327,17532,1391836,1409368,1.24
February 28 2018,Dekalb,IN,Passenger,1,0,1,1,2,50.00
February 28 2018,Walla Walla,WA,Truck,0,0,0,13830,13830,0.00
February 28 2018,Deschutes,OR,Passenger,1,0,1,170,171,0.58
February 28 2018,Missoula,MT,Passenger,1,0,1,61,62,1.61
February 28 2018,Lane,OR,Passenger,0,1,1,202,203,0.49
January 31 2018,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
February 28 2018,Douglas,WA,Passenger,44,33,77,27966,28043,0.27
February 28 2018,Moore,NC,Passenger,0,1,1,200,201,0.50
February 28 2018,El Paso,CO,Passenger,1,0,1,769,770,0.13
March 31 2018,Adams,WA,Truck,0,0,0,5382,5382,0.00
February 28 2018,El Paso,TX,Passenger,1,0,1,546,547,0.18
February 28 2018,Fairfax City,VA,Passenger,1,0,1,10,11,9.09
February 28 2018,Lewis,WA,Passenger,58,53,111,58240,58351,0.19
February 28 2018,Nueces,TX,Passenger,1,1,2,104,106,1.89
March 31 2018,Allegheny,PA,Passenger,1,0,1,68,69,1.45
March 31 2018,Arlington,VA,Passenger,1,2,3,168,171,1.75
February 28 2018,Jefferson,WA,Passenger,139,85,224,24813,25037,0.89
February 28 2018,Okanogan,,Passenger,8,15,23,20189,20212,0.11
February 28 2018,Ferry,WA,Passenger,2,3,5,4573,4578,0.11
February 28 2018,Glacier,MT,Passenger,0,1,1,4,5,20.00
February 28 2018,Kent,DE,Passenger,0,1,1,74,75,1.33
February 28 2018,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
February 28 2018,Kitsap,WA,Passenger,788,435,1223,180216,181439,0.67
February 28 2018,Kitsap,WA,Truck,1,0,1,54495,54496,0.00
February 28 2018,Garfield,OK,Passenger,1,0,1,22,23,4.35
January 31 2018,Stevens,WA,Passenger,12,24,36,32720,32756,0.11
February 28 2018,Kittitas,WA,Truck,0,0,0,14481,14481,0.00
February 28 2018,Maricopa,AZ,Passenger,3,0,3,1487,1490,0.20
February 28 2018,Mason,WA,Truck,0,0,0,20470,20470,0.00
February 28 2018,Grant,WA,Truck,0,0,0,26808,26808,0.00
February 28 2018,Island,WA,Passenger,183,180,363,63225,63588,0.57
January 31 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
February 28 2018,Ramsey,MN,Passenger,1,0,1,34,35,2.86
February 28 2018,Grays Harbor,WA,Truck,0,0,0,20785,20785,0.00
January 31 2018,Utah,UT,Passenger,0,1,1,131,132,0.76
February 28 2018,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
February 28 2018,Jefferson,NY,Passenger,1,0,1,246,247,0.40
February 28 2018,Saratoga,NY,Passenger,0,1,1,65,66,1.52
February 28 2018,Saint Lucie,FL,Passenger,1,0,1,25,26,3.85
February 28 2018,Maui,HI,Passenger,1,0,1,67,68,1.47
February 28 2018,Kittitas,WA,Passenger,40,27,67,29464,29531,0.23
February 28 2018,Montgomery,TN,Passenger,1,0,1,254,255,0.39
February 28 2018,San Mateo,CA,Passenger,0,1,1,139,140,0.71
February 28 2018,Spokane,WA,Passenger,343,297,640,307672,308312,0.21
January 31 2018,Yakima,WA,Truck,0,0,0,60695,60695,0.00
February 28 2018,Lincoln,WA,Passenger,4,6,10,7856,7866,0.13
February 28 2018,Lincoln,WA,Truck,0,0,0,4697,4697,0.00
February 28 2018,Norfolk City,VA,Passenger,2,1,3,340,343,0.87
February 28 2018,Northampton,PA,Passenger,0,1,1,64,65,1.54
February 28 2018,,,Passenger,9,2,11,2332,2343,0.47
February 28 2018,Skagit,WA,Truck,1,0,1,32906,32907,0.00
February 28 2018,Orange,CA,Passenger,3,1,4,602,606,0.66
February 28 2018,Adams,WA,Passenger,5,4,9,12909,12918,0.07
February 28 2018,Marion,OR,Passenger,1,0,1,126,127,0.79
February 28 2018,Utah,UT,Passenger,0,1,1,129,130,0.77
March 31 2018,Dekalb,GA,Passenger,1,0,1,77,78,1.28
February 28 2018,Ventura,CA,Passenger,0,1,1,339,340,0.29
February 28 2018,Anne Arundel,MD,Passenger,0,2,2,490,492,0.41
February 28 2018,Pacific,WA,Passenger,23,18,41,15771,15812,0.26
February 28 2018,Palm Beach,FL,Passenger,0,1,1,79,80,1.25
February 28 2018,Arlington,VA,Passenger,1,2,3,166,169,1.78
February 28 2018,Asotin,WA,Passenger,8,5,13,12895,12908,0.10
March 31 2018,El Paso,CO,Passenger,1,0,1,760,761,0.13
February 28 2018,Pierce,WA,Passenger,1328,1112,2440,537848,540288,0.45
February 28 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
February 28 2018,Whitman,WA,Passenger,19,24,43,23087,23130,0.19
February 28 2018,Nassau,NY,Passenger,1,0,1,36,37,2.70
March 31 2018,Frederick,MD,Passenger,0,1,1,93,94,1.06
February 28 2018,Prince George,VA,Passenger,0,1,1,78,79,1.27
March 31 2018,Garfield,OK,Passenger,1,0,1,22,23,4.35
February 28 2018,Washoe,NV,Passenger,1,0,1,114,115,0.87
February 28 2018,Canyon,ID,Passenger,0,1,1,85,86,1.16
February 28 2018,Manassas City,VA,Passenger,0,1,1,8,9,11.11
February 28 2018,Pacific,WA,Truck,0,0,0,7789,7789,0.00
March 31 2018,Alexandria City,VA,Passenger,2,0,2,167,169,1.18
February 28 2018,Pend Oreille,WA,Passenger,5,3,8,9825,9833,0.08
February 28 2018,Pend Oreille,WA,Truck,0,0,0,5943,5943,0.00
February 28 2018,Yakima,WA,Passenger,74,86,160,167197,167357,0.10
February 28 2018,Skagit,WA,Passenger,201,161,362,91848,92210,0.39
February 28 2018,Santa Rosa,FL,Passenger,1,0,1,95,96,1.04
February 28 2018,New Castle,DE,Passenger,1,0,1,26,27,3.70
February 28 2018,Snohomish,WA,Passenger,2229,1214,3443,527411,530854,0.65
February 28 2018,Snohomish,WA,Truck,1,0,1,125544,125545,0.00
February 28 2018,Okanogan,WA,Passenger,0,4,4,6404,6408,0.06
February 28 2018,Stevens,WA,Passenger,12,23,35,32627,32662,0.11
February 28 2018,Orange,FL,Passenger,2,1,3,174,177,1.69
February 28 2018,Stevens,WA,Truck,0,0,0,19329,19329,0.00
February 28 2018,Dallas,TX,Passenger,0,1,1,179,180,0.56
February 28 2018,Skamania,WA,Truck,0,0,0,4117,4117,0.00
February 28 2018,Riley,KS,Passenger,1,0,1,90,91,1.10
March 31 2018,Jefferson,WA,Passenger,144,94,238,24788,25026,0.95
February 28 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
February 28 2018,Russell,AL,Passenger,1,0,1,48,49,2.04
March 31 2018,Camden,GA,Passenger,0,1,1,175,176,0.57
March 31 2018,Kent,DE,Passenger,0,1,1,73,74,1.35
February 28 2018,Sacramento,CA,Passenger,1,0,1,304,305,0.33
February 28 2018,Travis,TX,Passenger,0,1,1,186,187,0.53
February 28 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
February 28 2018,Virginia Beach City,VA,Passenger,1,1,2,669,671,0.30
March 31 2018,Caddo,LA,Passenger,0,1,1,22,23,4.35
February 28 2018,Wahkiakum,WA,Truck,0,0,0,1729,1729,0.00
February 28 2018,Franklin,WA,Passenger,41,54,95,58454,58549,0.16
March 31 2018,Latah,ID,Passenger,0,1,1,78,79,1.27
February 28 2018,Frederick,MD,Passenger,0,1,1,95,96,1.04
February 28 2018,Gallatin,MT,Passenger,0,1,1,61,62,1.61
March 31 2018,Liberty,GA,Passenger,1,0,1,145,146,0.68
February 28 2018,Skamania,WA,Passenger,13,8,21,8881,8902,0.24
February 28 2018,San Diego,CA,Passenger,5,3,8,2630,2638,0.30
March 31 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
February 28 2018,Whatcom,WA,Truck,1,0,1,43305,43306,0.00
February 28 2018,San Juan,WA,Passenger,142,51,193,14315,14508,1.33
March 31 2018,Los Angeles,CA,Passenger,6,4,10,1188,1198,0.83
February 28 2018,San Juan,WA,Truck,0,0,0,5882,5882,0.00
March 31 2018,Columbia,GA,Passenger,1,1,2,164,166,1.20
February 28 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
March 31 2018,Columbia,WA,Passenger,2,1,3,2466,2469,0.12
March 31 2018,Chelan,WA,Passenger,98,41,139,54724,54863,0.25
February 28 2018,Hamilton,TN,Passenger,1,0,1,19,20,5.00
February 28 2018,Shelby,TN,Passenger,0,1,1,114,115,0.87
February 28 2018,Hardin,KY,Passenger,0,1,1,116,117,0.85
March 31 2018,Marin,CA,Passenger,1,0,1,52,53,1.89
March 31 2018,,,Passenger,8,2,10,2309,2319,0.43
March 31 2018,Clallam,WA,Truck,0,0,0,21947,21947,0.00
February 28 2018,Wahkiakum,WA,Passenger,2,2,4,2923,2927,0.14
February 28 2018,Spokane,WA,Truck,1,0,1,95262,95263,0.00
March 31 2018,Clark,WA,Passenger,1014,677,1691,312242,313933,0.54
March 31 2018,Dekalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2018,Mason,WA,Passenger,90,85,175,46323,46498,0.38
March 31 2018,Adams,WA,Passenger,5,4,9,12915,12924,0.07
February 28 2018,Yakima,WA,Truck,0,0,0,60700,60700,0.00
February 28 2018,Honolulu,HI,Passenger,3,1,4,558,562,0.71
February 28 2018,Walla Walla,WA,Passenger,31,35,66,36198,36264,0.18
March 31 2018,Anne Arundel,MD,Passenger,0,3,3,484,487,0.62
March 31 2018,Ada,ID,Passenger,0,2,2,326,328,0.61
March 31 2018,Asotin,WA,Passenger,8,5,13,12917,12930,0.10
March 31 2018,Alameda,CA,Passenger,0,1,1,343,344,0.29
March 31 2018,Douglas,OR,Passenger,1,0,1,57,58,1.72
February 28 2018,Thurston,WA,Truck,0,0,0,55591,55591,0.00
March 31 2018,Miami-Dade,FL,Passenger,0,1,1,122,123,0.81
February 28 2018,Whatcom,WA,Passenger,608,267,875,148544,149419,0.59
February 28 2018,Whitman,WA,Truck,0,0,0,8742,8742,0.00
March 31 2018,Ferry,WA,Passenger,2,3,5,4587,4592,0.11
February 28 2018,King,WA,Truck,9,1,10,189650,189660,0.01
March 31 2018,Bexar,TX,Passenger,2,2,4,775,779,0.51
March 31 2018,Douglas,WA,Truck,0,0,0,12239,12239,0.00
March 31 2018,Okaloosa,FL,Passenger,1,0,1,173,174,0.57
February 28 2018,Larimer,CO,Passenger,0,1,1,61,62,1.61
March 31 2018,Grays Harbor,WA,Truck,0,0,0,20741,20741,0.00
February 28 2018,Latah,ID,Passenger,0,1,1,75,76,1.32
March 31 2018,Canyon,ID,Passenger,0,1,1,84,85,1.18
March 31 2018,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
March 31 2018,Palm Beach,FL,Passenger,0,1,1,77,78,1.28
February 28 2018,Lewis,WA,Truck,0,0,0,26232,26232,0.00
March 31 2018,Franklin,WA,Truck,0,0,0,19304,19304,0.00
February 28 2018,Liberty,GA,Passenger,1,0,1,145,146,0.68
March 31 2018,Chelan,WA,Truck,0,0,0,22464,22464,0.00
March 31 2018,,CA,Passenger,1,1,2,308,310,0.65
March 31 2018,,WA,Truck,0,0,0,1,1,0.00
March 31 2018,Gallatin,MT,Passenger,0,1,1,59,60,1.67
March 31 2018,Pinal,AZ,Passenger,2,0,2,185,187,1.07
March 31 2018,Clark,WA,Truck,0,0,0,81134,81134,0.00
February 28 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
March 31 2018,Clay,FL,Passenger,0,1,1,99,100,1.00
March 31 2018,Hamilton,IN,Passenger,1,0,1,44,45,2.22
February 28 2018,Manatee,FL,Passenger,1,0,1,34,35,2.86
March 31 2018,Hamilton,TN,Passenger,1,0,1,19,20,5.00
March 31 2018,Benton,WA,Passenger,188,196,384,133703,134087,0.29
March 31 2018,Benton,WA,Truck,0,0,0,42183,42183,0.00
March 31 2018,Douglas,WA,Passenger,43,33,76,28046,28122,0.27
March 31 2018,Dupage,IL,Passenger,1,0,1,62,63,1.59
March 31 2018,Clark,NV,Passenger,1,1,2,723,725,0.28
March 31 2018,Kittitas,WA,Passenger,43,30,73,29517,29590,0.25
March 31 2018,Fairfax,VA,Passenger,1,3,4,821,825,0.48
March 31 2018,Jefferson,NY,Passenger,1,0,1,244,245,0.41
March 31 2018,Cowlitz,WA,Passenger,66,80,146,72768,72914,0.20
March 31 2018,Cowlitz,WA,Truck,0,0,0,29201,29201,0.00
March 31 2018,Columbia,WA,Truck,0,0,0,1599,1599,0.00
February 28 2018,Monterey,CA,Passenger,0,2,2,201,203,0.99
March 31 2018,Lane,OR,Passenger,0,1,1,190,191,0.52
March 31 2018,Clallam,WA,Passenger,127,108,235,50491,50726,0.46
March 31 2018,Franklin,WA,Passenger,43,58,101,58595,58696,0.17
February 28 2018,Montgomery,PA,Passenger,1,0,1,28,29,3.45
March 31 2018,Klickitat,WA,Passenger,29,29,58,15382,15440,0.38
March 31 2018,Dale,AL,Passenger,0,1,1,70,71,1.41
March 31 2018,Snohomish,WA,Truck,1,0,1,125403,125404,0.00
March 31 2018,Dallas,TX,Passenger,0,1,1,179,180,0.56
February 28 2018,Multnomah,OR,Passenger,3,4,7,836,843,0.83
March 31 2018,El Paso,TX,Passenger,1,0,1,545,546,0.18
March 31 2018,Stevens,WA,Truck,0,0,0,19345,19345,0.00
March 31 2018,Maricopa,AZ,Passenger,3,1,4,1450,1454,0.28
March 31 2018,Deschutes,OR,Passenger,1,0,1,165,166,0.60
March 31 2018,Dakota,MN,Passenger,0,1,1,32,33,3.03
March 31 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
February 28 2018,Okaloosa,FL,Passenger,1,0,1,176,177,0.56
March 31 2018,Marion,IN,Passenger,1,0,1,122,123,0.81
March 31 2018,Guilford,NC,Passenger,1,0,1,29,30,3.33
February 28 2018,Okanogan,WA,Truck,0,0,0,4382,4382,0.00
March 31 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
March 31 2018,Maui,HI,Passenger,1,0,1,65,66,1.52
February 28 2018,Oklahoma,OK,Passenger,0,1,1,125,126,0.79
March 31 2018,Travis,TX,Passenger,0,1,1,186,187,0.53
March 31 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
March 31 2018,Fulton,GA,Passenger,1,1,2,89,91,2.20
March 31 2018,Honolulu,HI,Passenger,3,1,4,549,553,0.72
February 28 2018,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
March 31 2018,Duval,FL,Passenger,1,1,2,374,376,0.53
March 31 2018,Grant,WA,Passenger,35,46,81,64602,64683,0.13
March 31 2018,Washoe,NV,Passenger,1,0,1,110,111,0.90
March 31 2018,Island,WA,Passenger,192,186,378,63355,63733,0.59
February 28 2018,Pierce,WA,Truck,0,0,0,141622,141622,0.00
March 31 2018,Grant,WA,Truck,0,0,0,26869,26869,0.00
March 31 2018,New Castle,DE,Passenger,1,0,1,27,28,3.57
February 28 2018,Pinal,AZ,Passenger,2,0,2,184,186,1.08
March 31 2018,Fairfax City,VA,Passenger,1,0,1,9,10,10.00
March 31 2018,Grays Harbor,WA,Passenger,54,53,107,47192,47299,0.23
April 30 2018,,WA,Truck,0,0,0,1,1,0.00
March 31 2018,Norfolk City,VA,Passenger,2,2,4,347,351,1.14
March 31 2018,Jefferson,WA,Truck,0,0,0,9810,9810,0.00
March 31 2018,Northampton,PA,Passenger,0,1,1,66,67,1.49
March 31 2018,Monterey,CA,Passenger,0,2,2,198,200,1.00
March 31 2018,Ferry,WA,Truck,0,0,0,3734,3734,0.00
March 31 2018,Juneau,AK,Passenger,0,1,1,41,42,2.38
March 31 2018,Flathead,MT,Passenger,1,0,1,51,52,1.92
March 31 2018,Hardin,KY,Passenger,0,1,1,117,118,0.85
March 31 2018,Moore,NC,Passenger,0,1,1,200,201,0.50
March 31 2018,Orange,FL,Passenger,2,1,3,174,177,1.69
March 31 2018,Glacier,MT,Passenger,0,1,1,4,5,20.00
April 30 2018,Benton,WA,Truck,0,0,0,42234,42234,0.00
February 28 2018,Riverside,CA,Passenger,1,2,3,716,719,0.42
March 31 2018,Kitsap,WA,Truck,1,0,1,54611,54612,0.00
March 31 2018,Pacific,WA,Passenger,23,19,42,15767,15809,0.27
March 31 2018,Pend Oreille,WA,Truck,0,0,0,5965,5965,0.00
April 30 2018,Brevard,FL,Passenger,0,1,1,95,96,1.04
March 31 2018,Island,WA,Truck,0,0,0,21497,21497,0.00
March 31 2018,Pacific,WA,Truck,0,0,0,7804,7804,0.00
March 31 2018,Pima,AZ,Passenger,0,1,1,403,404,0.25
March 31 2018,Lewis,WA,Truck,0,0,0,26208,26208,0.00
March 31 2018,Polk,FL,Passenger,1,0,1,61,62,1.61
March 31 2018,Kent,MI,Passenger,0,1,1,32,33,3.03
March 31 2018,Lincoln,WA,Truck,0,0,0,4702,4702,0.00
February 28 2018,Santa Clara,CA,Passenger,7,1,8,373,381,2.10
March 31 2018,King,WA,Passenger,12428,5454,17882,1390951,1408833,1.27
March 31 2018,Jefferson,CO,Passenger,0,1,1,78,79,1.27
March 31 2018,King,WA,Truck,8,1,9,189181,189190,0.00
April 30 2018,Chelan,WA,Truck,0,0,0,22503,22503,0.00
March 31 2018,Klickitat,WA,Truck,0,0,0,8351,8351,0.00
March 31 2018,San Diego,CA,Passenger,5,3,8,2619,2627,0.30
March 31 2018,Russell,AL,Passenger,1,0,1,48,49,2.04
March 31 2018,San Juan,WA,Truck,0,0,0,5888,5888,0.00
March 31 2018,Marion,OR,Passenger,1,0,1,125,126,0.79
March 31 2018,Larimer,CO,Passenger,0,1,1,59,60,1.67
March 31 2018,Shelby,TN,Passenger,0,1,1,110,111,0.90
April 30 2018,Clallam,WA,Truck,0,0,0,21994,21994,0.00
March 31 2018,Kittitas,WA,Truck,0,0,0,14508,14508,0.00
March 31 2018,Skagit,WA,Passenger,206,171,377,91955,92332,0.41
March 31 2018,San Juan,WA,Passenger,143,53,196,14330,14526,1.35
March 31 2018,San Mateo,CA,Passenger,1,1,2,136,138,1.45
March 31 2018,Lewis,WA,Passenger,61,55,116,58519,58635,0.20
March 31 2018,Manassas City,VA,Passenger,0,1,1,7,8,12.50
March 31 2018,Manatee,FL,Passenger,1,0,1,33,34,2.94
March 31 2018,Nassau,NY,Passenger,1,0,1,34,35,2.86
March 31 2018,Skamania,WA,Passenger,14,8,22,8923,8945,0.25
February 28 2018,Volusia,FL,Passenger,0,1,1,32,33,3.03
April 30 2018,Cowlitz,WA,Passenger,66,83,149,72907,73056,0.20
March 31 2018,Okanogan,WA,Truck,0,0,0,4349,4349,0.00
March 31 2018,Virginia Beach City,VA,Passenger,1,1,2,668,670,0.30
March 31 2018,Wahkiakum,WA,Truck,0,0,0,1724,1724,0.00
March 31 2018,Montgomery,MD,Passenger,1,3,4,299,303,1.32
March 31 2018,Pierce,WA,Truck,0,0,0,141647,141647,0.00
March 31 2018,Washtenaw,MI,Passenger,1,0,1,34,35,2.86
March 31 2018,Multnomah,OR,Passenger,3,4,7,817,824,0.85
March 31 2018,Thurston,WA,Truck,0,0,0,55662,55662,0.00
March 31 2018,Okanogan,,Passenger,8,15,23,20245,20268,0.11
April 30 2018,Fairfax City,VA,Passenger,1,0,1,9,10,10.00
March 31 2018,Montgomery,PA,Passenger,1,0,1,28,29,3.45
March 31 2018,Okanogan,WA,Passenger,0,4,4,6416,6420,0.06
March 31 2018,Wahkiakum,WA,Passenger,3,2,5,2929,2934,0.17
March 31 2018,Nueces,TX,Passenger,1,1,2,103,105,1.90
March 31 2018,Walla Walla,WA,Truck,0,0,0,13815,13815,0.00
April 30 2018,Ada,ID,Passenger,0,2,2,318,320,0.62
March 31 2018,Asotin,WA,Truck,0,0,0,6837,6837,0.00
April 30 2018,Alameda,CA,Passenger,0,1,1,341,342,0.29
April 30 2018,Glacier,MT,Passenger,0,1,1,4,5,20.00
March 31 2018,Orleans,LA,Passenger,0,1,1,48,49,2.04
March 31 2018,Santa Clara,CA,Passenger,6,1,7,370,377,1.86
March 31 2018,Oklahoma,OK,Passenger,0,1,1,123,124,0.81
March 31 2018,Saratoga,NY,Passenger,0,1,1,64,65,1.54
April 30 2018,Grant,WA,Passenger,34,46,80,64760,64840,0.12
March 31 2018,Whatcom,WA,Passenger,628,278,906,148982,149888,0.60
March 31 2018,Brevard,FL,Passenger,0,1,1,93,94,1.06
April 30 2018,Grays Harbor,WA,Passenger,56,59,115,47358,47473,0.24
March 31 2018,Whitman,WA,Truck,0,0,0,8742,8742,0.00
March 31 2018,Broward,FL,Passenger,0,1,1,132,133,0.75
March 31 2018,Pend Oreille,WA,Passenger,5,3,8,9864,9872,0.08
March 31 2018,Pierce,WA,Passenger,1341,1139,2480,539123,541603,0.46
April 30 2018,Hamilton,TN,Passenger,1,0,1,19,20,5.00
April 30 2018,Bexar,TX,Passenger,2,2,4,764,768,0.52
March 31 2018,Yakima,WA,Passenger,76,88,164,167654,167818,0.10
April 30 2018,Hardin,KY,Passenger,0,1,1,117,118,0.85
April 30 2018,Broward,FL,Passenger,0,1,1,130,131,0.76
March 31 2018,Ramsey,MN,Passenger,1,0,1,35,36,2.78
April 30 2018,,CA,Passenger,1,1,2,311,313,0.64
March 31 2018,Prince William,VA,Passenger,0,4,4,267,271,1.48
March 31 2018,Riverside,CA,Passenger,1,2,3,699,702,0.43
March 31 2018,Utah,UT,Passenger,0,1,1,131,132,0.76
April 30 2018,Arlington,VA,Passenger,1,2,3,168,171,1.75
March 31 2018,Walla Walla,WA,Passenger,32,36,68,36259,36327,0.19
March 31 2018,Cook,IL,Passenger,1,0,1,273,274,0.36
March 31 2018,Saint Lucie,FL,Passenger,1,0,1,25,26,3.85
March 31 2018,Saint Clair,IL,Passenger,0,1,1,160,161,0.62
March 31 2018,Santa Fe,NM,Passenger,0,1,1,39,40,2.50
April 30 2018,King,WA,Passenger,12740,5584,18324,1390967,1409291,1.30
March 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
April 30 2018,Klickitat,WA,Truck,0,0,0,8373,8373,0.00
March 31 2018,Whitman,WA,Passenger,20,26,46,23036,23082,0.20
April 30 2018,Clark,NV,Passenger,1,1,2,722,724,0.28
April 30 2018,Larimer,CO,Passenger,0,1,1,57,58,1.72
March 31 2018,District Of Columbia,DC,Passenger,0,4,4,197,201,1.99
March 31 2018,Skagit,WA,Truck,1,0,1,32982,32983,0.00
March 31 2018,Skamania,WA,Truck,0,0,0,4112,4112,0.00
March 31 2018,Spokane,WA,Passenger,343,307,650,308340,308990,0.21
April 30 2018,Lewis,WA,Passenger,84,61,145,58715,58860,0.25
April 30 2018,Cowlitz,WA,Truck,0,0,0,29214,29214,0.00
April 30 2018,Lincoln,WA,Passenger,4,7,11,7863,7874,0.14
April 30 2018,Adams,WA,Passenger,5,4,9,12945,12954,0.07
March 31 2018,Spokane,WA,Truck,1,0,1,95440,95441,0.00
April 30 2018,Dale,AL,Passenger,0,1,1,71,72,1.39
March 31 2018,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
March 31 2018,Garfield,WA,Passenger,1,0,1,1374,1375,0.07
March 31 2018,Garfield,WA,Truck,0,0,0,981,981,0.00
April 30 2018,Mason,WA,Truck,0,0,0,20542,20542,0.00
April 30 2018,District Of Columbia,DC,Passenger,0,4,4,194,198,2.02
March 31 2018,Volusia,FL,Passenger,0,1,1,31,32,3.12
April 30 2018,Clackamas,OR,Passenger,0,1,1,218,219,0.46
April 30 2018,Benton,WA,Passenger,191,198,389,133814,134203,0.29
March 31 2018,Tarrant,TX,Passenger,1,0,1,212,213,0.47
April 30 2018,El Paso,TX,Passenger,1,0,1,539,540,0.19
March 31 2018,Thurston,WA,Passenger,596,464,1060,194886,195946,0.54
March 31 2018,Yakima,WA,Truck,0,0,0,60725,60725,0.00
March 31 2018,Umatilla,WA,Truck,0,0,0,1,1,0.00
March 31 2018,Ventura,CA,Passenger,0,1,1,334,335,0.30
April 30 2018,Dallas,TX,Passenger,0,1,1,180,181,0.55
April 30 2018,,,Passenger,8,2,10,2297,2307,0.43
April 30 2018,Canyon,ID,Passenger,0,1,1,77,78,1.28
April 30 2018,Fulton,GA,Passenger,1,1,2,89,91,2.20
April 30 2018,Garfield,WA,Passenger,1,0,1,1374,1375,0.07
April 30 2018,Oklahoma,OK,Passenger,0,1,1,122,123,0.81
April 30 2018,Anne Arundel,MD,Passenger,0,3,3,467,470,0.64
April 30 2018,Clallam,WA,Passenger,126,111,237,50575,50812,0.47
April 30 2018,Asotin,WA,Passenger,8,6,14,12913,12927,0.11
March 31 2018,Whatcom,WA,Truck,2,0,2,43309,43311,0.00
